Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,"Entry_ADX(H,L,C,14)","Exit_ADX(H,L,C,14)","Entry_PLUS_DI(H,L,C,14)","Exit_PLUS_DI(H,L,C,14)","Entry_MINUS_DI(H,L,C,14)","Exit_MINUS_DI(H,L,C,14)","Entry_EMA(C,12)","Exit_EMA(C,12)","Entry_EMA(C,50)","Exit_EMA(C,50)","Entry_EMA(C,5)","Exit_EMA(C,5)","Entry_EMA(C,7)","Exit_EMA(C,7)","Entry_ATR(H,L,C,50)","Exit_ATR(H,L,C,50)","Entry_double_wma(H,30)","Exit_double_wma(H,30)",Entry_upper_band,Exit_upper_band,Entry_lower_band,Exit_lower_band,Entry_stopDist,Exit_stopDist,PnL_USD
4,544,559,16832.67,16920.84,,,217.66596000000754,135.01404000000002,0.003232790163414408,2023-01-06 16:00:00,2023-01-06 19:45:00,0 days 03:45:00,,29.449623416266313,36.59698931067847,26.884209585400132,43.32951914614349,14.371157587478791,9.093555076978094,16775.461209735626,16857.599769702905,16775.83811645867,16807.893102775044,16799.475471368893,16891.245507900763,16790.047162923867,16878.749466876943,25.839289584135983,25.729694819832687,16758.661162446733,16781.988950846164,16853.16134505568,16880.638190271526,16654.18732410218,16676.05651877378,135.8032239997128,15.553008274500675,3.232790163414408
5,765,824,17032.68,17224.35,,,787.0648499999913,171.28515,0.009241820429902802,2023-01-08 23:15:00,2023-01-09 14:00:00,0 days 14:45:00,,34.22797968379752,41.91149705055087,40.777582585764044,22.941980692327974,6.488513993108683,25.51820626039816,16981.968871145753,17244.62251388107,16953.491147028788,17202.84363487971,17006.08608272858,17240.769717661773,16996.346312460733,17243.194045089294,17.35203137336098,25.41545674140333,16944.909791729537,17228.597283139006,17012.469664867996,17380.529791026343,16880.972914454236,17138.5972278504,107.6006708930882,95.22425141646391,9.241820429902802
5,828,849,17263.78,17237.4,,,-304.4058999999869,172.5059,-0.0035265266355338767,2023-01-09 15:00:00,2023-01-09 20:15:00,0 days 05:15:00,,35.27503677178045,31.19950198570334,30.464074678850178,16.973837738997588,15.974529272747256,27.44850791761583,17247.396797231635,17303.387862301264,17209.765872791984,17270.476364740578,17249.267228180102,17278.07937221662,17248.447920516533,17289.910265608465,27.02643918852776,32.28105866388127,17234.450552680773,17290.3236706058,17389.929641930183,17434.92816871875,17139.06654293233,17175.089609621933,120.94432592011064,137.88653448674052,-3.5265266355338767
2,1055,1080,17901.06,18084.94,,,295.7879999999948,71.97200000000001,0.008261745393848122,2023-01-11 23:45:00,2023-01-12 06:00:00,0 days 06:15:00,,48.13185552190578,68.80493194735469,50.89098483944772,27.36175279397419,5.118100987432734,17.344845187678324,17663.61900823239,18162.888058172713,17519.817666690473,17935.9757155029,17775.57424102057,18141.347543337688,17729.57440020678,18153.584119764793,41.77610963875951,51.4235996015502,17484.74967211724,18009.722670799296,17655.973803872857,18329.952605569593,17316.035809435583,17808.7385581954,298.15086205303174,174.3173127615844,8.261745393848122
4,1095,1101,18163.23,18171.32,,,-112.97819999999942,145.3382,-0.0015550400451902662,2023-01-12 09:45:00,2023-01-12 11:15:00,0 days 01:30:00,,30.36982968686917,28.66355510380361,22.6500103255482,26.783363415381018,18.469051494029785,14.83018423940641,18147.222788304844,18165.44288363847,18028.75093837071,18060.04963571046,18154.208512683235,18174.21310673762,18150.466771430532,18171.624576751186,47.26959628267849,45.72197072070698,18154.72171650022,18159.215429237753,18502.347827639118,18503.54965666234,17979.410080255904,17992.22131448099,118.83730908135124,17.15888838772998,-1.5550400451902662
1,1127,1168,18654.53,18876.12,,,184.05935000000017,37.530649999999994,0.009866737462696831,2023-01-12 17:45:00,2023-01-13 04:00:00,0 days 10:15:00,,36.125461953587774,21.17751473913823,43.619551655445676,23.546459334474733,13.038116679553461,15.064251760075612,18317.763961066357,18835.871441868476,18163.943649977213,18707.41448569175,18500.84090333985,18848.505041148426,18420.54245850307,18843.54938886373,81.54345715609014,79.39067367665889,18167.393498425074,18829.31342876017,18607.60998755752,19318.567501054455,17867.469302358135,18515.877424758328,534.3329459372026,21.287021147538738,9.86673746269683
1,1249,1284,20270.72,21005.84,,,693.843439999999,41.27656,0.034228850282574975,2023-01-14 00:15:00,2023-01-14 09:00:00,0 days 08:45:00,,56.019018519474024,42.293170896873576,43.86710367333061,24.849639379349984,6.954260772968351,19.811136343261175,19942.40440221297,20924.430059972263,19466.65391196455,20559.221552939867,20137.171798552863,20928.939827902672,20068.513078656455,20930.896565335257,105.47339557217087,114.66043667524838,19432.939966333306,20830.784899990515,19904.910975757666,21556.005245922905,19057.97214378818,20428.463878298156,607.296479679756,44.7984328589622,34.228850282574975
3,1407,1417,20911.24,20779.37,,,-520.6818300000078,125.07183,-0.008299871743617442,2023-01-15 15:45:00,2023-01-15 18:15:00,0 days 02:30:00,,26.114205538968395,33.94152496267121,34.146180598623296,21.70634979820273,8.741761262130598,24.521975066046,20816.610721572648,20871.735176889466,20755.577629984957,20802.488070165513,20874.456930831806,20857.638281210042,20853.290082867432,20869.578708060493,79.8707532444931,83.78434032388199,20717.711963405007,20777.947221955175,21028.367415327913,21099.941418775623,20398.06409081607,20444.212163975048,176.61376571194253,51.06411695522201,-8.299871743617443
4,2693,2694,23206.91,23393.44,,,559.7185999999954,186.4014,0.006029654529620742,2023-01-29 01:15:00,2023-01-29 01:30:00,0 days 00:15:00,,30.41541118211095,33.78263710180135,54.37341016884518,46.93528501997673,6.872883253275244,5.932692715056715,23114.18454606927,23149.036154366306,23040.552119980748,23052.323409393266,23207.258874661406,23251.745916440937,23167.735835765146,23210.981876823862,51.59672628091647,53.29619175529813,23015.199787328642,23019.079859306137,23214.054082513252,23223.854246809507,22801.629100767095,22800.181878435462,206.49903421340434,48.874851033692664,6.029654529620742
2,2767,2785,23931.54,23773.85,,,-410.79078000000464,95.41078,-0.008582623182628502,2023-01-29 19:45:00,2023-01-30 00:15:00,0 days 04:30:00,,37.505477746974734,16.286066222187777,35.36602231204743,20.266803371064352,8.250115285331832,21.58371553475079,23735.80230501451,23761.58903430859,23519.496661843532,23647.999557858977,23835.01384380477,23748.38809872864,23799.314356398812,23755.341229385107,73.81848520762607,76.14406352426812,23534.79153731169,23708.02220106483,23853.968593017078,24014.67813693429,23274.486731630815,23440.553832049914,325.3982791980187,40.207295405809326,-8.582623182628502
1,3061,3093,23705.28,23924.89,,,171.9798300000006,47.63017,0.0072549166261694645,2023-02-01 21:15:00,2023-02-02 05:15:00,0 days 08:00:00,,19.186753663471666,18.934666239351934,27.511645177958314,23.846584737815746,17.526504899400322,19.151613110105277,23433.384391160733,23895.80217351424,23180.636368532254,23689.06614258847,23610.488355320118,23891.135210895747,23550.794725692012,23893.406987858485,88.32125179070445,85.56508901017924,23085.04456641089,23813.73457553732,23414.727636931497,24325.32688608377,22745.137979762454,23487.42034107912,537.124861113454,30.67798212589895,7.254916626169464
2,3646,3660,23276.24,23247.5,,,-150.5274800000032,93.04748000000001,-0.0032335007716023986,2023-02-07 23:30:00,2023-02-08 03:00:00,0 days 03:30:00,,24.978034828948353,34.275784851324985,26.035328431478217,22.068115576668944,12.490330668422779,13.136703878036538,23215.326042395915,23272.66838816008,23085.212275268845,23170.58207969662,23252.211661998783,23265.558640965515,23241.767533064827,23271.21735508109,74.05763833106283,70.08944254959145,23068.30953060927,23201.948098705834,23359.51488638098,23504.21944104322,22785.649468431682,22930.661675614025,241.42191697537478,26.79467850423485,-3.2335007716023987
1,4285,4321,22295.35,22176.9,,,-162.9222499999971,44.47225,-0.007307454244943311,2023-02-14 15:15:00,2023-02-15 00:15:00,0 days 09:00:00,,36.79965281352306,12.927322915767002,37.53848098999013,20.40663207679724,17.86535034910354,23.029309287258677,21938.724806253176,22204.23202430053,21811.99414391877,22090.723870392074,22068.27995513578,22196.727043583356,22013.335063249804,22201.413906708072,72.28235317037533,70.77527603452933,21791.907261401717,22144.818600177074,22077.196401236233,22475.17591916425,21530.855013211232,21872.928737860602,532.1250310223297,24.769403244134157,-7.307454244943311
3,4367,4369,22462.02,22690.35,,,549.5328899999943,135.45711,0.008154993629246,2023-02-15 11:45:00,2023-02-15 12:15:00,0 days 00:30:00,,31.75245534106993,39.683734446840226,50.20912077960538,61.905907193738116,5.557541346891926,3.057390617336051,22265.154608339995,22399.018506562956,22164.516215641703,22208.272162151374,22351.611375654033,22568.392833624013,22317.74403818848,22502.12977148102,53.26932059754823,61.90389550188538,22140.658951817124,22154.981644906897,22408.194811718604,22447.57894616639,21926.01804158726,21910.444648741977,33.24477482652019,58.53318642525316,8.154993629246
1,4397,4442,23176.97,24724.21,,,1499.338819999998,47.90118,0.06469089013792553,2023-02-15 19:15:00,2023-02-16 06:30:00,0 days 11:15:00,,46.790307815368465,58.717143245482376,40.08302381578977,29.144879829858876,6.591555079080252,10.899096814922391,22952.141999556126,24676.78536178108,22640.10483541828,24239.991574255877,23081.174950859247,24687.37785005793,23031.081918096294,24685.010584985117,78.87849548264101,96.56729555543778,22684.82966667445,24539.161008147646,23128.635244776866,25177.66159705407,22388.020053380144,24200.89864038054,368.92476694706437,31.964082188864186,64.69089013792554
1,4593,4601,24957.99,24176.12,,,-831.0041100000026,49.13411000000001,-0.03329611519196869,2023-02-17 20:15:00,2023-02-17 22:15:00,0 days 02:00:00,,30.787026782447906,29.025431662257798,37.16035143274412,18.985215007848595,10.88025494143956,31.046857633448454,24518.472823921675,24523.061928201503,24167.825520785675,24280.592843599195,24711.06353836864,24449.04971891821,24638.592434985265,24493.300622038856,140.3952006474611,149.7295873476363,24090.578709832615,24297.275679039114,24678.45305639832,24966.799220113193,23474.987636846414,23694.146575258233,615.2124517560221,696.0389459241768,-33.296115191968696
1,4610,4618,24727.14,24558.46,,,-217.96560000000028,49.2856,-0.008814832609027996,2023-02-18 00:30:00,2023-02-18 02:30:00,0 days 02:00:00,,17.20318943795708,11.862542602656308,25.567638205215324,19.8694073156655,20.797228742409136,22.21628630275328,24613.297812106823,24612.68874375284,24386.780254687,24450.61167916156,24646.27486084876,24601.555313881618,24634.386563734402,24608.545329508386,151.9926402382682,140.72053911924743,24468.087390281307,24563.712781995222,25177.772354124325,25228.27189566307,23894.16757566489,24047.29639156568,540.9180746986054,52.39920906976493,-8.814832609027997
4,4658,4687,24618.52,24600.43,,,-269.2358000000006,196.8758,-0.002734077840585032,2023-02-18 12:30:00,2023-02-18 19:45:00,0 days 07:15:00,,21.351736229837336,23.306027177603255,21.73193797562497,19.185488684808547,16.77862352681105,23.68432444232093,24556.593225099914,24676.38504786324,24543.27651085244,24630.797686138816,24575.908369815144,24655.056611851553,24566.31623293425,24666.8730206483,93.19281375060466,83.70555721123914,24574.50849642873,24638.668415957167,25054.736711099587,24973.80421160482,24231.438146638553,24311.640584397635,134.35283433797076,179.30098922439177,-2.734077840585032
2,4767,4769,24900.0,25171.17,,,442.1976599999965,100.14234,0.008879471084337365,2023-02-19 15:45:00,2023-02-19 16:15:00,0 days 00:30:00,,31.561893437172525,38.82371095154935,32.378478713643645,39.28636338823677,4.984744409502465,3.335068702572155,24785.472506628605,24880.396055041783,24703.073175503032,24735.357698724638,24850.809049248182,24996.856244110306,24825.959814610458,24953.126770718383,62.330585889456536,69.0900506882341,24669.534819441626,24683.57500822647,24912.70301080309,24951.100054047347,24416.696940602247,24406.539632950968,216.5579581293764,64.66081967789108,8.879471084337364
2,6773,6774,20898.16,21042.16,,,204.11936,83.88064,0.0048836682272505785,2023-03-12 17:45:00,2023-03-12 18:00:00,0 days 00:15:00,,20.305294714004187,23.532928070328076,42.99927421080491,40.22724964238963,9.32681932487009,8.3880433461635,20740.17962668741,20779.033530273962,20619.307093794887,20633.95112933234,20856.782232413578,20902.098154942385,20808.43347678548,20854.507607589112,76.505889308733,77.60337152255836,20593.367098796098,20599.702249927257,20898.496501065347,20907.423489398978,20311.702645626658,20314.350313153027,56.29498235258507,57.547651372240466,4.8836682272505785
1,6792,6829,22023.56,22557.2,,,489.0592399999994,44.580760000000005,0.02220618464952985,2023-03-12 22:30:00,2023-03-13 07:45:00,0 days 09:15:00,,44.00281848050771,42.446006654623524,37.16201993969856,29.700670094169745,8.260649517385595,11.2180788457817,21541.05938366788,22473.549093869125,21059.01199131905,22112.50802747805,21757.444113402013,22509.036438672352,21676.933543214538,22495.86071317167,131.7378566501594,132.793257168187,20994.45864012279,22358.020674793752,21555.153468229462,23110.72486579584,20520.220636919297,21890.351906666958,840.8964701726253,49.5758591512692,22.20618464952985
1,6855,6892,23050.0,24147.81,,,1050.6121900000012,47.197810000000004,0.045579704555314605,2023-03-13 14:15:00,2023-03-13 23:30:00,0 days 09:15:00,,30.75756751487362,34.69264603228387,45.097235955751074,18.0557303326526,9.532924242501553,18.588145357648177,22592.173670071224,24226.593205239195,22271.8254285309,23777.230484257027,22928.703759595785,24207.62101244349,22788.412406359388,24218.470696354456,174.62236039221725,184.57663652290424,22284.84153073874,24117.46991008149,23224.677878768,25350.21297179877,21619.275617512772,23359.47154271444,1132.3975878178348,67.79355708747329,45.579704555314606
4,6945,6946,25627.5,26007.98,,,1315.3780799999981,206.54192,0.012831705004389774,2023-03-14 12:45:00,2023-03-14 13:00:00,0 days 00:15:00,,37.744647083354856,41.00156856994316,49.19646119305332,50.137715450931594,5.329349482402709,4.55552350817648,25009.887264774687,25226.952300963196,24535.088158715807,24609.038034844598,25382.77940128911,25728.789600859407,25233.758989952217,25530.521742464163,184.7954911943927,192.12638137050487,24492.8577364818,24514.69750625866,25305.64582738299,25343.6012067533,23827.1396961746,23822.273978082518,169.75962686772905,183.88100995203186,12.831705004389773
2,7115,7123,24670.0,24507.53,,,-423.2950600000023,98.35506000000001,-0.008579145926226236,2023-03-16 07:15:00,2023-03-16 09:15:00,0 days 02:00:00,,22.901273700691743,26.756825372063805,25.810383849213657,18.70434590442671,11.030660967718607,20.357482431438388,24539.984215942302,24602.625458410992,24480.54258549185,24524.705999793066,24627.833014930897,24596.639392138746,24595.286296041926,24607.8013486989,150.57657918695685,141.91970740334182,24412.721517020338,24466.022819197915,24970.469754032205,24991.309094362678,23756.481580334894,23865.877050067404,243.7661652639677,226.36294376429817,-8.579145926226236
2,7129,7134,24984.4,24907.89,,,-252.80458000000408,99.78458,-0.005059248571108503,2023-03-16 10:45:00,2023-03-16 12:00:00,0 days 01:15:00,,31.399529222097055,31.632338950952146,34.89126131350963,24.501952425492064,11.461776368001958,16.106895420506284,24791.7800797355,24835.153604515795,24601.247512291335,24650.849720111837,24904.583760078025,24862.97242931069,24863.24043535193,24862.543267373556,150.17067109431744,148.5063052122062,24530.393820978512,24607.49035508269,25093.991510057625,25181.378143637216,23922.85711732464,24020.361810915798,360.77453941140266,73.49659443963155,-5.059248571108503
2,7721,7724,28530.12,28754.4,,,333.990960000005,114.56904,0.005853304507657175,2023-03-22 14:45:00,2023-03-22 15:30:00,0 days 00:45:00,,25.503672915600216,33.271802370338996,37.920582752804854,30.493446497567962,7.875608687388653,7.440532132537937,28414.55533640298,28526.313524238674,28280.95841782379,28328.15117442425,28511.03923430002,28641.894217570374,28475.551754990403,28603.951834136577,104.48732403784449,106.8181215658269,28247.48214579926,28272.962599477938,28660.330437982026,28693.41132499721,27851.24483541975,27869.202489683088,300.39003418662844,68.70694222933471,5.8533045076571755
3,8094,8101,27892.6,28086.24,,,412.9834800000092,167.93651999999997,0.0049354007873056325,2023-03-26 12:00:00,2023-03-26 13:45:00,0 days 01:45:00,,35.9511845665191,47.597736593156704,41.01881547729441,40.72925783063999,7.777501973836875,5.71983498193399,27751.23326769796,27928.990710693593,27630.35205683081,27717.042428063753,27817.110562616876,28039.08036671923,27792.675692537265,27999.881903050475,78.84462562186178,84.13416993718867,27606.513287946054,27676.02318670898,27927.78380238083,28013.696249108176,27284.05709818484,27350.607129901535,206.14949888944435,58.37723959666419,4.935400787305633
2,9476,9509,28333.77,28305.26,,,-170.29806000000409,113.27806000000001,-0.0030052135667086822,2023-04-09 21:30:00,2023-04-10 05:45:00,0 days 08:15:00,,44.95283270318384,23.708954115042378,42.493467309156514,24.217318675894557,5.581707436988782,19.350643553576592,28172.464911343453,28293.781335803786,28030.800814425882,28245.563539098574,28256.046513924648,28286.524083032364,28227.06387257084,28287.273559249727,53.112890152630534,56.346694045836585,27975.23217686382,28325.719033995985,28180.46299282838,28653.00408939719,27754.295843181204,28112.46051422984,316.2142307019027,26.172368436104712,-3.005213566708682
1,9554,9624,29065.09,30090.34,,,966.09457,59.15543,0.033239001496296695,2023-04-10 17:00:00,2023-04-11 10:30:00,0 days 17:30:00,,33.95223877813951,18.296673104496676,53.3045955667596,23.039957866979417,6.456344553830216,17.530322391482223,28621.977378886062,30093.90257021252,28396.826189688098,29895.49781634963,28840.58766986131,30098.113399709946,28752.115204137437,30095.37230405025,76.14684620476132,102.49626608635403,28338.866413223317,30075.416238591188,28661.710130119805,30560.80600462799,28056.0443971005,29714.538366138368,605.9009052192768,34.85075502953418,33.239001496296694
1,10319,10324,30268.25,30189.39,,,-139.31764000000058,60.45764,-0.004602764943463834,2023-04-18 16:15:00,2023-04-18 17:30:00,0 days 01:15:00,,34.71074391799497,25.823546663361753,25.535461514011224,19.062933813360665,19.298480582903267,22.16340263247951,30226.902475158462,30217.79304405616,30013.531051620557,30050.246406836144,30220.530566757727,30203.759868873447,30223.563665888665,30210.061533995064,87.58735806770045,87.22154731729869,30086.30668626406,30159.265526453717,30530.31358631921,30613.86343213577,29750.57712682208,29831.804612018128,343.0295957725525,47.45494248522773,-4.602764943463834
2,10336,10345,30271.17,30322.24,,,-19.046819999993303,121.18682,-0.00031460330076427947,2023-04-18 20:30:00,2023-04-18 22:45:00,0 days 02:15:00,,16.272730237204996,20.36572902117846,25.99279185503443,24.73375837922988,17.380597001532763,15.916998709546293,30230.620953485122,30327.442718560054,30109.284496477674,30184.42772939517,30269.714497851888,30352.079892948237,30252.713974520437,30346.510926744406,92.93712014217672,91.33169075585876,30210.909815458337,30231.22001603653,30689.03711262962,30712.614946857007,29873.797525721406,29896.071347739835,335.46543592080144,42.08487834105221,-0.31460330076427945
2,10703,10707,27658.43,27645.87,,,-135.72860000000261,110.6086,-0.0024536569863149228,2023-04-22 16:15:00,2023-04-22 17:15:00,0 days 01:00:00,,33.796078211000506,43.1314855563029,39.01072048652074,35.56278304586781,6.852363624305019,5.4495544356925265,27461.45327284724,27554.930022329627,27368.171814327696,27409.69622420503,27550.749904077617,27639.99356129928,27518.552488239304,27613.596881044465,75.77902948105042,77.6300198322222,27299.157419192416,27332.47410216929,27585.759875995856,27627.168282494393,26936.67354782576,26987.70416147557,216.6201436823458,48.773053689817104,-2.4536569863149227
1,11140,11146,29172.0,28808.42,,,-421.5604200000017,57.980419999999995,-0.014450857671740107,2023-04-27 05:30:00,2023-04-27 07:00:00,0 days 01:30:00,,13.692201647913226,13.91048327078998,25.745719617642372,18.146312406185036,16.757500553197456,25.84516265642191,29039.571778353915,28977.822216025626,28934.87411058518,28940.5504754807,29104.905284347315,28926.85407160251,29083.33323575578,28952.965807828605,204.58591212028244,200.00384151608878,28779.485654938468,28880.576081145788,29782.763272306045,29822.919094986337,27569.995352630012,27683.436798894494,538.9209871984923,562.6028169155411,-14.450857671740108
1,11781,11802,28990.0,29072.59,,,24.527410000000145,58.06259,0.0008460645050017757,2023-05-03 21:45:00,2023-05-04 03:00:00,0 days 05:15:00,,23.304690382128737,21.74604805282197,29.65673456968937,25.039404450519097,13.696365991634066,16.67121570860541,28644.637721001014,29045.255858090306,28514.86825188157,28824.73855888809,28805.981516266667,29066.893417359886,28740.915938619095,29061.057331456817,133.1565622562258,121.57022356943179,28429.167677944377,28848.676399384392,28946.756739423883,29405.312931927358,27854.704704359803,28327.798924678576,635.9502803925694,44.893094703172764,0.8460645050017758
2,14180,14206,27847.89,27944.68,,,81.99486000000175,111.58514,0.0014721916094900807,2023-05-28 22:00:00,2023-05-29 04:30:00,0 days 06:30:00,,57.00359342724381,44.6009094700687,52.91853058309797,19.21766760492071,5.444828621971644,22.030593413610543,27691.197430159213,28029.885430874136,27420.12242683727,27858.865280791062,27828.002620936484,27964.402494118003,27774.658633242077,27989.980224813688,69.99460219832982,80.1550307302088,27391.868797312298,28013.692853581124,27713.944521937658,28472.607810912734,27137.299690518506,27727.522759754975,434.9577604629992,294.4312038507685,1.4721916094900807
2,14210,14226,28028.85,27892.19,,,-385.1620799999997,111.84208,-0.006870814892512575,2023-05-29 05:30:00,2023-05-29 09:30:00,0 days 04:00:00,,35.27701098931787,23.797577687266074,23.118811701457922,16.08864434306934,17.607425713324336,21.396554626611643,28022.395323463054,27925.075471749387,27881.172556187106,27906.626408146356,28011.203208714665,27911.339816726024,28009.699563319955,27912.69924252971,79.26638762696612,73.55974140827611,28052.198433432397,28021.74101313734,28514.56627620737,28482.251654612493,27769.57141181605,27745.609747152397,260.7418396677882,30.05413058879992,-6.870814892512575
1,15020,15063,26072.55,27012.17,,,886.535279999999,53.08472,0.03400263035261225,2023-06-06 16:00:00,2023-06-07 02:45:00,0 days 10:45:00,,30.67745288724023,45.82185948350914,34.31209838283705,22.68860084410163,13.81579181101635,18.772790592917403,25941.475934751004,27071.901215382703,25810.409853228895,26814.54882991611,26053.711087339118,27013.890306729667,26017.05336920062,27038.09977020214,92.07519316224794,106.34925953534156,25731.45668611008,27027.303387386266,26081.57047785458,27697.02382646857,25335.841024811656,26604.53571391037,438.90327165602537,46.21227286995921,34.00263035261225
2,16305,16321,27133.23,26986.8,,,-401.10006000000055,108.24006,-0.007391306895640477,2023-06-20 01:15:00,2023-06-20 05:15:00,0 days 04:00:00,,22.301411729746594,27.807111901000628,35.40394902382857,26.94471941079638,10.480929122567364,16.293725878221682,26895.75152417333,26932.98804683201,26707.79962196471,26810.542836756344,26978.4572773378,26945.77034251198,26949.485823520765,26942.458690698346,82.24379604614101,74.452198829079,26711.48302680533,26856.11836484078,27080.659045634377,27179.93444705273,26414.706020181497,26584.54704660694,377.9044624601912,30.273057792371375,-7.391306895640477
1,16401,16426,28868.21,28878.14,,,-47.81634999999971,57.74635,-0.0016563669863839865,2023-06-21 01:15:00,2023-06-21 07:30:00,0 days 06:15:00,,69.57970433290716,64.00393030505727,48.17377673548467,31.482653774424286,3.667724949599724,9.336714824381577,28448.676362413542,28836.879250203794,27881.830554755656,28469.010197313622,28630.803794528798,28867.680187629125,28562.249604285775,28859.12754220823,125.73204572873323,110.37928442764137,27994.960739821654,28664.3099673705,28757.176038182046,29239.769882735185,27524.74226631769,28269.313462708804,632.4369476341018,42.40894546268588,-1.6563669863839865
1,16456,16501,29558.93,30159.35,,,540.7017199999982,59.71828,0.0182923306087196,2023-06-21 15:00:00,2023-06-22 02:15:00,0 days 11:15:00,,60.315238236102935,13.99729362007132,37.1467136885346,23.468072997163066,5.777377819081531,19.615425060632266,29278.268819233494,30153.872744107874,28904.666291129743,29900.84790947367,29454.73025075644,30199.41523467238,29391.110301541583,30184.004127715503,125.6703723639263,153.0339746158098,28948.116284448053,30051.51192597948,29575.742805852387,30914.46302885015,28507.91035470057,29512.524486918817,613.7268596815422,60.74374592444847,18.292330608719602
3,16799,16800,30940.54,30901.35,,,-303.095670000007,185.52567,-0.003265356390030767,2023-06-25 04:45:00,2023-06-25 05:00:00,0 days 00:15:00,,36.301739444875864,37.37280760817698,35.089774600680045,31.92565559659153,10.975809643680172,10.277058566263722,30787.17636975602,30806.49077440894,30659.084735469594,30669.031216431573,30874.15137383636,30887.007582557573,30845.31666786679,30862.167500900094,82.06188675388746,82.52184901880973,30597.837775893546,30606.161934832937,30898.036063058138,30908.813214723716,30279.195148823477,30286.769096930977,45.706525841677454,46.616322396120545,-3.265356390030767
1,17044,17050,30738.81,30681.77,,,-118.46058000000087,61.42058,-0.0038537789849379537,2023-06-27 18:00:00,2023-06-27 19:30:00,0 days 01:30:00,,22.88026306261536,20.126062781709887,21.362308099262584,20.92668524622871,15.175095709586506,15.413946212515098,30675.728523715283,30695.468768194798,30576.95445283262,30604.475201878195,30696.098537206493,30708.32120216902,30688.68676237203,30704.659609318656,103.50129568860275,99.04637686300579,30626.2412406216,30652.716774903107,31070.216177532515,31087.99185008983,30251.633757864576,30294.195760195707,388.39836504953263,43.94658555072059,-3.8537789849379536
1,17626,17634,31336.0,31024.28,,,-374.08028000000115,62.36028,-0.011937716364564779,2023-07-03 19:30:00,2023-07-03 21:30:00,0 days 02:00:00,,33.505718630765806,30.20871722239416,30.576384020121978,17.705737682305422,7.6694234742150975,23.58477936081594,31123.48987576668,31128.08751547909,30882.082780325287,30955.798649869164,31223.085882093754,31104.54247307057,31188.859901348354,31120.221077617593,80.55317215312492,84.38523197910574,30836.170997503905,30977.176173578322,31187.757643721394,31376.637433398082,30530.32284669546,30656.734996903804,432.71660834655955,379.2701879319451,-11.937716364564778
